unit_id,target,model,metric,value
63,target_import,flowstate,mape,128.27381896972656
63,target_import,flowstate,smape,43.832115173339844
64,target_export,flowstate,mae,31.346466064453125
64,target_export,flowstate,mse,3110.213623046875
64,target_export,flowstate,rmse,55.7692892463843
64,target_export,flowstate,mape,50.1121940612793
64,target_export,flowstate,smape,99.39524841308594
64,target_import,flowstate,mae,145.86097717285156
64,target_import,flowstate,mse,53553.11328125
64,target_import,flowstate,rmse,231.41545601201747
64,target_import,flowstate,mape,97.15100860595703
64,target_import,flowstate,smape,39.2142448425293
65,target_export,flowstate,mae,8.369033813476562
65,target_export,flowstate,mse,168.89186096191406
65,target_export,flowstate,rmse,12.995840140672478
65,target_export,flowstate,mape,854.6184692382812
65,target_export,flowstate,smape,111.44127655029297
65,target_import,flowstate,mae,21.912439346313477
65,target_import,flowstate,mse,740.5750122070312
65,target_import,flowstate,rmse,27.213507899699945
65,target_import,flowstate,mape,49.15276336669922
65,target_import,flowstate,smape,35.164669036865234
66,target_export,flowstate,mae,20.951950073242188
66,target_export,flowstate,mse,1096.2921142578125
66,target_export,flowstate,rmse,33.11030223748815
66,target_export,flowstate,mape,196.5586700439453
66,target_export,flowstate,smape,110.62342071533203
66,target_import,flowstate,mae,16.363555908203125
66,target_import,flowstate,mse,369.3367919921875
66,target_import,flowstate,rmse,19.218137058315186
66,target_import,flowstate,mape,1853.780517578125
66,target_import,flowstate,smape,62.00117492675781
